"Country","Wikidata","Commodity","CommodityType","Year","ApparentUse","Production"
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines Bulk)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Other Wines|Still wines bottled)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Sparkling wines)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines Bulk)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PDO Wines|Still wines bottled)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Sparkling wines)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bag-in-Box)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines Bulk)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2015","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2016","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2017","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2018","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2019","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (PGI Wines|Still wines bottled)","SPECIALISED CROPS","2020","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2002","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2003","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2004","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2005","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2006","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2007","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2008","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2009","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2010","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2011","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2012","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2013","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2014","",""
"Bulgaria","http://wikidata.org/entity/Q219","WINE (Varietal Wines|Sparkling wines)","SPECIALISED CROPS","2015","",""
